DATA_REF_SYNTAX,SUB_EX_ID,TABLE_ID,ENS_MEMBER,GRID_LABEL,VERSION_NO,VAR_NAME,panels
CMIP6.CMIP.AS-RCEC.TaiESM1.historical,none,Amon,r1i1p1f1,gn,v20200623,sfcWind,a,b,c
CMIP6.CMIP.AWI.AWI-CM-1-1-MR.historical,none,Amon,r1i1p1f1,gn,v20200511,sfcWind,a,b,c
CMIP6.CMIP.BCC.BCC-CSM2-MR.historical,none,Amon,r1i1p1f1,gn,v20181126,sfcWind,a,b,c
CMIP6.CMIP.CAMS.CAMS-CSM1-0.historical,none,Amon,r2i1p1f1,gn,v20190829,sfcWind,a,b,c
CMIP6.CMIP.CAS.FGOALS-g3.historical,none,Amon,r1i1p1f1,gn,v20190818,sfcWind,a,b,c
CMIP6.CMIP.CCCma.CanESM5.historical,none,Amon,r1i1p1f1,gn,v20190429,sfcWind,a,b,c
CMIP6.CMIP.CCCR-IITM.IITM-ESM.historical,none,Amon,r1i1p1f1,gn,v20191226,sfcWind,a,b,c
CMIP6.CMIP.CMCC.CMCC-CM2-SR5.historical,none,Amon,r1i1p1f1,gn,v20200616,sfcWind,a,b,c
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.historical,none,Amon,r1i1p1f2,gr,v20180917,sfcWind,a,b,c
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1-HR.historical,none,Amon,r1i1p1f2,gr,v20191021,sfcWind,a,b,c
CMIP6.CMIP.CNRM-CERFACS.CNRM-ESM2-1.historical,none,Amon,r1i1p1f2,gr,v20181206,sfcWind,a,b,c
CMIP6.CMIP.CSIRO.ACCESS-ESM1-5.historical,none,Amon,r1i1p1f1,gn,v20191115,sfcWind,a,b,c
CMIP6.CMIP.CSIRO-ARCCSS.ACCESS-CM2.historical,none,Amon,r1i1p1f1,gn,v20191108,sfcWind,a,b,c
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-AerChem.historical,none,Amon,r1i1p1f1,gr,v20200624,sfcWind,a,b,c
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3.historical,none,Amon,r1i1p1f1,gr,v20200310,sfcWind,a,b,c
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-Veg.historical,none,Amon,r1i1p1f1,gr,v20200225,sfcWind,a,b,c
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-Veg-LR.historical,none,Amon,r1i1p1f1,gr,v20200217,sfcWind,a,b,c
CMIP6.CMIP.INM.INM-CM4-8.historical,none,Amon,r1i1p1f1,gr1,v20190530,sfcWind,a,b,c
CMIP6.CMIP.INM.INM-CM5-0.historical,none,Amon,r1i1p1f1,gr1,v20190610,sfcWind,a,b,c
