DATA_REF_SYNTAX,FREQUENCY,MODELING_REALM,TABLE_ID,ENS_MEMBER,VERSION_NO,VAR_NAME,HANDLE
CMIP5.output.CSIRO-QCCCE.CSIRO-Mk3-6-0.rcp26,monthly,land,Lmon,r1i1p1,version_no,mrso,5d6568c9-d8d4-4285-a057-a07d1c53bde5,1.5,none,none
CMIP5.output.NOAA-GFDL.GFDL-CM3.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,0df97368-f340-4b53-83e6-3e9c9e9dc402,1.5,2,4
CMIP5.output.MIROC.MIROC-ESM-CHEM.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,521f80fd-1d3e-4fe7-adaa-b54ebd14d360,1.5,2,4
CMIP5.output.CSIRO-BOM.ACCESS1-0.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,26a71408-c081-4d9e-ad6b-0663956e62e9,1.5,2,4
CMIP5.output.INM.inmcm4.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,d8b96482-4e60-46f9-9f75-ffac7a49c079,1.5,2,none
CMIP5.output.MOHC.HadGEM2-ES.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,dd518bb2-de30-49ea-b779-712be97717f0,1.5,2,4
CMIP5.output.BCC.bcc-csm1-1-m.rcp26,monthly,land,Lmon,r1i1p1,version_no,mrso,744a4fef-9a83-4874-abfc-9511d6ffaf85,none,2,none
CMIP5.output.NCC.NorESM1-M.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,66c1d0a7-3a42-4e28-a62b-2e2535bd1fce,1.5,2,none
CMIP5.output.MOHC.HadGEM2-ES.rcp26,monthly,land,Lmon,r1i1p1,version_no,mrso,b8024c2d-b733-4b9d-8bf8-6a09a8e99980,1.5,none,none
CMIP5.output.CSIRO-QCCCE.CSIRO-Mk3-6-0.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,55f6d1ca-472f-447e-a0f9-d4edf85c1c36,1.5,2,4
CMIP5.output.IPSL.IPSL-CM5B-LR.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,00fc7b6b-62fe-4efc-a83d-959f61d8d624,1.5,2,4
CMIP5.output.CCCma.CanESM2.rcp85,monthly,land,Lmon,r1i1p1,version_no,mrso,484a8601-6c70-4464-aaff-610c9a8000d7,none,2,4
