DATA_REF_SYNTAX,FREQUENCY,MODELING_REALM,TABLE_ID,ENS_MEMBER,VERSION_NO,VAR_NAME,HANDLE
CMIP5.output.NASA-GISS.GISS-E2-R.rcp26,monthly,land,Lmon,r1i1p1,version_no,mrso,ad2676f0-8b39-478e-bf3f-374df612b759
CMIP5.output.MRI.MRI-CGCM3.rcp26,monthly,land,Lmon,r1i1p1,version_no,mrso,985a2fbd-a1b6-4cbc-b974-dc83f1950145
CMIP5.output.MPI-M.MPI-ESM-LR.rcp26,monthly,land,Lmon,r1i1p1,version_no,mrso,ce304f13-2da8-40f0-be44-6936ec56e920
CMIP5.output.BCC.bcc-csm1-1.rcp26,monthly,land,Lmon,r1i1p1,version_no,mrso,457a5bfd-7c3b-48d2-be4c-3eb8d7ad63b8
CMIP5.output.NSF-DOE-NCAR.CESM1-CAM5.rcp26,monthly,land,Lmon,r1i1p1,version_no,mrso,4d309ea3-bf96-47b5-a997-4c954627c3a8
CMIP5.output.MIROC.MIROC4h.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,abc9c31d-c72e-402e-8eb9-6b86c93c3be2
CMIP5.output.CSIRO-BOM.ACCESS1-0.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,a097ca09-4743-44b3-861e-ee56b82c7d15
CMIP5.output.CSIRO-BOM.ACCESS1-3.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,d35b963d-11f8-41c5-a16e-962b253faaf3
CMIP5.output.NSF-DOE-NCAR.CESM1-CAM5-1-FV2.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,77350dd5-eaed-48cc-9416-9c7472f49e5e
CMIP5.output.LASG-CESS.FGOALS-g2.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,af292196-071b-48f2-9de1-96981189e657
CMIP5.output.MIROC.MIROC5.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,d19320fd-3dd1-4523-9598-085a3868eba7
CMIP5.output.NOAA-GFDL.GFDL-ESM2M.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,114f892f-4544-4105-8fef-b9f4feabb86d
CMIP5.output.CMCC.CMCC-CMS.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,aeab847b-6fd6-4a38-9504-3fa258de0355
CMIP5.output.MPI-M.MPI-ESM-LR.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,7743b2db-fa75-4461-819a-27a71918758e
CMIP5.output.MOHC.HadCM3.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,8ac962ea-95a5-48aa-a29b-ae716498452e
CMIP5.output.IPSL.IPSL-CM5B-LR.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,e83369bc-e00d-4ebd-924d-7b7b6b2b1d83
CMIP5.output.MIROC.MIROC-ESM.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,adac466b-31d0-4d27-9586-ccb8e5c1b11e
CMIP5.output.NIMR-KMA.HadGEM2-AO.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,ced6b3ed-fb50-4a0c-b120-4f0ffb80cdec
CMIP5.output.CMCC.CMCC-CM.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,fadf683c-9c87-41d7-a592-aa15d9658d45
CMIP5.output.LASG-IAP.FGOALS-s2.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,babbfb71-0c90-4326-ba00-77e45efc21bb
CMIP5.output.MPI-M.MPI-ESM-P.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,a38b79e1-712c-4342-9ac2-17295d0ea914
CMIP5.output.MPI-M.MPI-ESM-MR.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,251ed50c-7c4e-48c9-9c13-5a0c7f9ee447
CMIP5.output.CSIRO-QCCCE.CSIRO-Mk3-6-0.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,9db6256a-6a62-4417-b848-1c61dbddc1b8
CMIP5.output.NSF-DOE-NCAR.CESM1-BGC.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,346eb263-efb4-4ddf-a697-1bc6a9168c47
CMIP5.output.INM.inmcm4.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,f1fdee00-32f1-410f-b3a7-e7bf97d418c5
CMIP5.output.NSF-DOE-NCAR.CESM1-FASTCHEM.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,72bf2bdb-7847-49ba-8abd-3d5958792190
CMIP5.output.NASA-GISS.GISS-E2-R-CC.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,fc0a5fbb-5833-4059-9b00-343d86ed7526
CMIP5.output.BNU.BNU-ESM.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,ea2d5a62-7034-48e5-8ad9-1bebca197476
CMIP5.output.CNRM-CERFACS.CNRM-CM5-2.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,56d19e53-8af1-45b6-8caf-a88750b60858
CMIP5.output.NCAR.CCSM4.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,cf2ecfcc-fb3b-4564-af53-025af266481e
CMIP5.output.NOAA-GFDL.GFDL-CM2p1.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,38c23d33-01bf-4439-9ad0-1f0b326dced7
CMIP5.output.NOAA-GFDL.GFDL-ESM2G.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,9b4c27e8-e5e7-41c2-bdd8-a84ef699ea71
CMIP5.output.BCC.bcc-csm1-1-m.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,6eb0857f-bc4e-4220-aab8-2dfc962d03a3
CMIP5.output.CCCma.CanCM4.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,f5c04b4a-bea4-4123-8fad-d9a15f2996d3
CMIP5.output.NCC.NorESM1-M.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,65624ad4-1204-43c2-ae51-fa5713be62c6
CMIP5.output.NSF-DOE-NCAR.CESM1-WACCM.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,7a96ee05-621f-45e0-8013-3b7bbeefea48
CMIP5.output.IPSL.IPSL-CM5A-MR.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,71b72464-4321-4ad0-a428-0db8af06eac3
CMIP5.output.IPSL.IPSL-CM5A-LR.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,04460d75-fd43-4cf7-8ad6-352f84650280
CMIP5.output.NOAA-GFDL.GFDL-CM3.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,bccab784-d7da-4613-8096-d161f0f35f64
CMIP5.output.CNRM-CERFACS.CNRM-CM5.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,1bdfc99e-e654-4a65-a0e0-26166936c42e
CMIP5.output.NASA-GISS.GISS-E2-H.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,7c369059-9b0c-4aa7-bcf3-116623445394
CMIP5.output.MIROC.MIROC-ESM-CHEM.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,35b1f8b1-83aa-4ddc-9d5e-5cb15e1bce88
CMIP5.output.BCC.bcc-csm1-1.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,0bc357e3-66da-4cda-a284-e2bda956cee3
CMIP5.output.NCC.NorESM1-ME.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,6bc425c5-0e6a-43cb-a5f4-de70f20b4a24
CMIP5.output.CCCma.CanESM2.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,85380a58-2367-4e66-9d99-63e34fb94d0d
CMIP5.output.NASA-GISS.GISS-E2-R.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,a854ad14-8d57-4e1a-ba23-c2f8ad1d099f
CMIP5.output.MOHC.HadGEM2-CC.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,8e32fc67-c63a-4d3f-a0c3-67713aa0bdb4
CMIP5.output.NASA-GISS.GISS-E2-H-CC.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,70f18194-98f2-4ad9-ac9a-67e859b00968
CMIP5.output.CMCC.CMCC-CESM.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,3ac29963-b17f-4b2a-abc8-36fbc33ad539
CMIP5.output.MRI.MRI-CGCM3.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,3e37f73e-c2a9-444c-bd4c-b99c1d063172
CMIP5.output.MOHC.HadGEM2-ES.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,1872d794-f335-4a00-b752-aa145fe36fad
CMIP5.output.MRI.MRI-ESM1.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,095229f0-4ddd-470c-8ae8-9ebbf3b67500
CMIP5.output.NSF-DOE-NCAR.CESM1-CAM5.historical,monthly,land,Lmon,r1i1p1,version_no,mrso,d29b1b4c-657f-42f1-9bd6-cab2941de3da
