DATA_REF_SYNTAX;SUB_EX_ID;ENS_MEMBER;TABLE_ID;VAR_NAME;GRID_LABEL;VERSION_NO;SUBPANEL
CMIP6.CMIP.CCCma.CanESM5.historical;none;r1i1p1f1;day;huss;gn;20190429;d,e,f
CMIP6.ScenarioMIP.CCCma.CanESM5.ssp126;none;r1i1p1f1;day;huss;gn;20190429;d
CMIP6.ScenarioMIP.CCCma.CanESM5.ssp585;none;r1i1p1f1;day;huss;gn;20190429;e,f
CMIP6.CMIP.CCCma.CanESM5.historical;none;r1i1p1f1;day;psl;gn;20190429;d,e,f
CMIP6.ScenarioMIP.CCCma.CanESM5.ssp126;none;r1i1p1f1;day;psl;gn;20190429;d
CMIP6.ScenarioMIP.CCCma.CanESM5.ssp585;none;r1i1p1f1;day;psl;gn;20190429;e,f
CMIP6.CMIP.CCCma.CanESM5.historical;none;r1i1p1f1;day;tasmax;gn;20190429;d,e,f
CMIP6.ScenarioMIP.CCCma.CanESM5.ssp126;none;r1i1p1f1;day;tasmax;gn;20190429;d
CMIP6.ScenarioMIP.CCCma.CanESM5.ssp585;none;r1i1p1f1;day;tasmax;gn;20190429;e,f
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3.historical;none;r1i1p1f1;day;huss;gr;20200310;d,e,f
CMIP6.ScenarioMIP.EC-Earth-Consortium.EC-Earth3.ssp126;none;r1i1p1f1;day;huss;gr;20200310;d
CMIP6.ScenarioMIP.EC-Earth-Consortium.EC-Earth3.ssp585;none;r1i1p1f1;day;huss;gr;20200310;e,f
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3.historical;none;r1i1p1f1;day;psl;gr;20200310;d,e,f
CMIP6.ScenarioMIP.EC-Earth-Consortium.EC-Earth3.ssp126;none;r1i1p1f1;day;psl;gr;20200310;d
