DATA_REF_SYNTAX,MODEL_ID,RCM_VERSION_ID,FREQUENCY,VAR_NAME,VERSION_NO,PANELS
CORDEX.output.WAS-22.CLMcom-ETH.ICHEC-EC-EARTH.historical.r12i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,sfcWind,v20191219,ARP,SAS,WCA
CORDEX.output.WAS-22.CLMcom-ETH.ICHEC-EC-EARTH.rcp85.r12i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,sfcWind,v20200103,ARP,SAS,WCA
CORDEX.output.WAS-22.CLMcom-ETH.MPI-M-MPI-ESM-LR.historical.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,sfcWind,v20200103,ARP,SAS,WCA
CORDEX.output.WAS-22.CLMcom-ETH.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,sfcWind,v20200211,ARP,SAS,WCA
CORDEX.output.WAS-22.CLMcom-ETH.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,sfcWind,v20200106,ARP,SAS,WCA
CORDEX.output.WAS-22.CLMcom-ETH.NCC-NorESM1-M.historical.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,sfcWind,v20191217,ARP,SAS,WCA
CORDEX.output.WAS-22.CLMcom-ETH.NCC-NorESM1-M.rcp26.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,sfcWind,v20200304,ARP,SAS,WCA
CORDEX.output.WAS-22.CLMcom-ETH.NCC-NorESM1-M.rcp85.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,day,sfcWind,v20191217,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191015,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191025,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191029,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191015,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191025,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191029,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.historical.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191015,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191025,ARP,SAS,WCA
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,v20191029,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.MIROC-MIROC5.historical.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.MIROC-MIROC5.rcp26.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.MIROC-MIROC5.rcp85.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.MPI-M-MPI-ESM-MR.historical.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.MPI-M-MPI-ESM-MR.rcp26.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.MPI-M-MPI-ESM-MR.rcp85.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.NCC-NorESM1-M.historical.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.NCC-NorESM1-M.rcp26.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-22.ORNL.NCC-NorESM1-M.rcp85.r1i1p1,ORNL-RegCM4-7,v0,day,sfcWind,v20190502,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.CCCma-CanESM2.historical.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20160824,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.CCCma-CanESM2.rcp45.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20160824,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.CCCma-CanESM2.rcp85.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20160825,ARP,SAS,WCA
