DATA_REF_SYNTAX,MODEL_ID,RCM_VERSION_ID,FREQUENCY,VAR_NAME,VERSION_NO,PANELS
CORDEX.output.WAS-44.IITM.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170321,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.CNRM-CERFACS-CNRM-CM5.rcp45.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170321,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170321,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170113,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp45.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170113,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170113,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.IPSL-IPSL-CM5A-LR.historical.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20161130,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.IPSL-IPSL-CM5A-LR.rcp45.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20161201,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.IPSL-IPSL-CM5A-LR.rcp85.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20161201,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.MPI-M-MPI-ESM-MR.historical.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170321,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.MPI-M-MPI-ESM-MR.rcp45.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170321,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.MPI-M-MPI-ESM-MR.rcp85.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170321,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170311,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.NOAA-GFDL-GFDL-ESM2M.rcp45.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170311,ARP,SAS,WCA
CORDEX.output.WAS-44.IITM.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1,IITM-RegCM4-4,v5,day,sfcWind,v20170311,ARP,SAS,WCA
CORDEX.output.WAS-44.MPI-CSC.MPI-M-MPI-ESM-LR.historical.r1i1p1,MPI-CSC-REMO2009,v1,day,sfcWind,v20140918,ARP,SAS,WCA
CORDEX.output.WAS-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,MPI-CSC-REMO2009,v1,day,sfcWind,v20140918,ARP,SAS,WCA
CORDEX.output.WAS-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp45.r1i1p1,MPI-CSC-REMO2009,v1,day,sfcWind,v20140918,ARP,SAS,WCA
CORDEX.output.WAS-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,MPI-CSC-REMO2009,v1,day,sfcWind,v20140918,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CCCma-CanESM2.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CCCma-CanESM2.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CNRM-CERFACS-CNRM-CM5.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1,SMHI-RCA4,v2,day,sfcWind,v20140225,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1,SMHI-RCA4,v2,day,sfcWind,v20140225,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.ICHEC-EC-EARTH.rcp45.r12i1p1,SMHI-RCA4,v2,day,sfcWind,v20140225,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1,SMHI-RCA4,v2,day,sfcWind,v20140225,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.IPSL-IPSL-CM5A-MR.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MIROC-MIROC5.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MIROC-MIROC5.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MOHC-HadGEM2-ES.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MPI-M-MPI-ESM-LR.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.NCC-NorESM1-M.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.NCC-NorESM1-M.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20170314,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp45.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
CORDEX.output.WAS-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1,SMHI-RCA4,v2,day,sfcWind,v20150521,ARP,SAS,WCA
