"","DATA_REF_SYNTAX","MODEL_ID","RCM_VERSION_ID","FREQUENCY","VAR_NAME","VERSION_NO"
"30","CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1","SMHI-RCA4","v1","day","sfcWind","v20150522"
"31","CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp45.r12i1p1","SMHI-RCA4","v1","day","sfcWind","v20150522"
"32","CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1","SMHI-RCA4","v1","day","sfcWind","v20150522"
"33","CORDEX.output.CAM-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"34","CORDEX.output.CAM-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"35","CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"36","CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"37","CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"38","CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20141105"
"39","CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"40","CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp45.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20141105"
"41","CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20141105"
"42","CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20141105"
"43","CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"44","CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp45.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20141105"
"45","CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20141105"
"46","CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"47","CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"48","CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"49","CORDEX.output.CAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
"50","CORDEX.output.CAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1","SMHI-RCA4","v1","day","sfcWind","v20170508"
