DATA_REF_SYNTAX,MODEL_ID,RCM_VERSION_ID,FREQUENCY,VAR_NAME,VERSION_NO,HANDLE,SUBPANEL
CORDEX.output.EUR-11.KNMI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,KNMI-RACMO22E,v1,day,sfcWind,version_no,7d6f0b9a-86c4-4a49-ab7d-72b3c235ac3b,NEU,WCE,MED
CORDEX.output.EUR-11.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1,SMHI-RCA4,v1,day,sfcWind,version_no,de246aa9-10e9-49c7-9982-3a79a928371d,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.CNRM-CERFACS-CNRM-CM5.rcp26.r1i1p1,GERICS-REMO2015,v2,day,sfcWind,version_no,hdl:21.14103/66ce107e-9097-4cc9-974c-ceae3747c5dc,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.NCC-NorESM1-M.rcp26.r1i1p1,KNMI-RACMO22E,v1,day,sfcWind,version_no,ef878372-ec57-4428-9166-a819479a9b18,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom.ICHEC-EC-EARTH.rcp26.r12i1p1,CLMcom-CCLM4-8-17,v1,day,sfcWind,version_no,none,NEU,WCE,MED
CORDEX.output.EUR-11.DMI.ICHEC-EC-EARTH.rcp26.r3i1p1,DMI-HIRHAM5,v2,day,sfcWind,version_no,723a4c52-91d8-11e9-928d-17e4e8c9ca2c,NEU,WCE,MED
CORDEX.output.EUR-11.DMI.MOHC-HadGEM2-ES.rcp26.r1i1p1,DMI-HIRHAM5,v2,day,sfcWind,version_no,9f5007e6-5315-11ea-94e9-133493e2e105,NEU,WCE,MED
CORDEX.output.EUR-11.CNRM.CNRM-CERFACS-CNRM-CM5.rcp26.r1i1p1,CNRM-ALADIN63,v2,day,sfcWind,version_no,hdl:21.14103/c290e957-e678-4f6b-b4f3-ca9df1b040b2,NEU,WCE,MED
CORDEX.output.EUR-11.SMHI.NCC-NorESM1-M.rcp26.r1i1p1,SMHI-RCA4,v1,day,sfcWind,version_no,24c16382-9c94-4a85-a432-772214c984ad,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.MIROC-MIROC5.rcp26.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,version_no,716dd9b8-5f8c-4241-b61b-df895424f3a3,NEU,WCE,MED
CORDEX.output.EUR-11.MOHC.MOHC-HadGEM2-ES.rcp26.r1i1p1,MOHC-HadREM3-GA7-05,v1,day,sfcWind,version_no,hdl:21.14103/15e0e972-f187-4087-8b82-c2f290402cb0,NEU,WCE,MED
CORDEX.output.EUR-11.MPI-CSC.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,MPI-CSC-REMO2009,v1,day,sfcWind,version_no,f8218da8-5c3a-4ee4-9219-7bb3668d5197,NEU,WCE,MED
CORDEX.output.EUR-11.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1,ICTP-RegCM4-6,v1,day,sfcWind,version_no,e40ce3bb-2b62-4d00-b695-7ce757b026a1,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom-BTU.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,CLMcom-BTU-CCLM4-8-17,v1,day,sfcWind,version_no,0b6b931a-d93c-11e7-8b3a-b3ab53bf7722,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.NCC-NorESM1-M.rcp26.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,version_no,hdl:21.14103/8a2efc19-3d6b-4c78-90d6-ed996daaae84,NEU,WCE,MED
CORDEX.output.EUR-11.MPI-CSC.MPI-M-MPI-ESM-LR.rcp26.r2i1p1,MPI-CSC-REMO2009,v1,day,sfcWind,version_no,a1d2df2a-710b-47d5-940b-dd32e45cece6,NEU,WCE,MED
CORDEX.output.EUR-11.UHOH.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,UHOH-WRF361H,v1,day,sfcWind,version_no,664213a3-0a0d-4102-b97a-c5c679b0edc2,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom.MIROC-MIROC5.rcp26.r1i1p1,CLMcom-CCLM4-8-17,v1,day,sfcWind,version_no,2d89b7f8-8c18-11e8-ad79-0cc47aab4a1c,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.CNRM-CERFACS-CNRM-CM5.rcp26.r1i1p1,KNMI-RACMO22E,v2,day,sfcWind,version_no,63071875-bd66-4e1f-b51f-bd00ff6d2014,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.MOHC-HadGEM2-ES.rcp26.r1i1p1,KNMI-RACMO22E,v2,day,sfcWind,version_no,bb33c68f-ea28-4a5f-a73b-5a916d06d85a,NEU,WCE,MED
CORDEX.output.EUR-11.ICTP.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,ICTP-RegCM4-6,v1,day,sfcWind,version_no,559d05e8-d81a-11e9-8350-0894ef7814ea,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1,GERICS-REMO2015,v1,day,sfcWind,version_no,4da35e1e-7e28-485b-8adc-ede073caab33,NEU,WCE,MED
CORDEX.output.EUR-11.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,SMHI-RCA4,v1a,day,sfcWind,version_no,7ae9f4d7-0406-4687-ae67-85f06690a611,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.ICHEC-EC-EARTH.rcp26.r12i1p1,GERICS-REMO2015,v1,day,sfcWind,version_no,8053b91e-5eb7-43c9-9427-0f07f610a17e,NEU,WCE,MED
CORDEX.output.EUR-11.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1,SMHI-RCA4,v1,day,sfcWind,version_no,f1ee4d4f-f054-4b10-ad95-e973c00ccdf5,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.ICHEC-EC-EARTH.rcp26.r12i1p1,KNMI-RACMO22E,v1,day,sfcWind,version_no,a7cfefc3-a6f2-4f82-a080-9febf6b88521,NEU,WCE,MED
CORDEX.output.EUR-11.MOHC.ICHEC-EC-EARTH.rcp26.r12i1p1,MOHC-HadREM3-GA7-05,v1,day,sfcWind,version_no,hdl:21.14103/8b02a665-9571-4bf0-970c-b706fe91be0c,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1,KNMI-RACMO22E,v1,day,sfcWind,version_no,b7985ae0-a4ca-42cf-ba47-53e2ea83e8dd,NEU,WCE,MED
