DATA_REF_SYNTAX,MODEL_ID,RCM_VERSION_ID,FREQUENCY,VAR_NAME,VERSION_NO,HANDLE,GWLs,SUBPANEL
CORDEX.output.EUR-11.SMHI.MPI-M-MPI-ESM-LR.rcp85.r2i1p1,SMHI-RCA4,v1,mon,sfcWind,version_no,2b695e06-d995-440b-adaf-5dc6559f9d8c,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom-ETH.MOHC-HadGEM2-ES.rcp85.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,mon,sfcWind,version_no,2e7e0e4c-ebf3-11ea-ae74-44a842109655,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.CNRM.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,CNRM-ALADIN63,v1,mon,sfcWind,version_no,hdl:21.14103/cdfb8d28-dc45-4e1a-b38b-4ac241defd03,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.ICHEC-EC-EARTH.rcp85.r12i1p1,GERICS-REMO2015,v1,mon,sfcWind,version_no,43ea7609-2856-409d-bb47-041e05e30a74,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.DMI.NCC-NorESM1-M.rcp85.r1i1p1,DMI-HIRHAM5,v2,mon,sfcWind,version_no,9a446f32-0465-11e7-8c26-0ff219e7aa99,1.5,2,none,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.ICHEC-EC-EARTH.rcp85.r12i1p1,KNMI-RACMO22E,v1,mon,sfcWind,version_no,79766a6f-80b3-47f0-bad1-83632b835a3b,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.MOHC.ICHEC-EC-EARTH.rcp85.r12i1p1,MOHC-HadREM3-GA7-05,v1,mon,sfcWind,version_no,hdl:21.14103/d892c65c-d65a-44c2-9b88-f2432d4cc711,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.DMI.ICHEC-EC-EARTH.rcp85.r12i1p1,DMI-HIRHAM5,v1,mon,sfcWind,version_no,94941b4e-d78d-11e8-bed5-87c6456ed779,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,KNMI-RACMO22E,v1,mon,sfcWind,version_no,126e2523-3479-40e3-ae71-14e58b504de7,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.ICHEC-EC-EARTH.rcp85.r1i1p1,KNMI-RACMO22E,v1,mon,sfcWind,version_no,b07e75f8-83d6-410d-ac99-008a8f8965c8,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.MPI-M-MPI-ESM-LR.rcp85.r3i1p1,GERICS-REMO2015,v1,mon,sfcWind,version_no,hdl:21.14103/6fcd5774-48de-49e1-ba1e-944b2bd17ed9,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.MOHC.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,MOHC-HadREM3-GA7-05,v1,mon,sfcWind,version_no,hdl:21.14103/0205a1bb-a9ac-40f4-8738-be1df2db67b7,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom-ETH.ICHEC-EC-EARTH.rcp85.r12i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,mon,sfcWind,version_no,36149442-01f6-11ea-a6b9-d094663067f9,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.DMI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,DMI-HIRHAM5,v2,mon,sfcWind,version_no,f5ed0e4e-25a5-11e9-b3b5-4b104f0fd265,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1,CLMcom-CCLM4-8-17,v1,mon,sfcWind,version_no,dab10e33-3e74-4eb8-b66e-7925b1553001,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom.CCCma-CanESM2.rcp85.r1i1p1,CLMcom-CCLM4-8-17,v1,mon,sfcWind,version_no,cc5373a4-f80e-11e7-8eca-63b832a5e723,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.SMHI.NCC-NorESM1-M.rcp85.r1i1p1,SMHI-RCA4,v1,mon,sfcWind,version_no,e667e095-9e3c-4c79-b46c-6d3d6152f16e,1.5,2,none,NEU,WCE,MED
CORDEX.output.EUR-11.UHOH.ICHEC-EC-EARTH.rcp85.r12i1p1,UHOH-WRF361H,v1,mon,sfcWind,version_no,7185c5a0-1dd8-11e7-bed7-00010100174b,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.CNRM.NCC-NorESM1-M.rcp85.r1i1p1,CNRM-ALADIN63,v1,mon,sfcWind,version_no,hdl:21.14103/aadde373-6d68-4afe-a4de-ed1ece63df15,1.5,2,none,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.MIROC-MIROC5.rcp85.r1i1p1,GERICS-REMO2015,v1,mon,sfcWind,version_no,ab7f6619-f488-404e-bca1-5c2047735bc5,1.5,2,none,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,CLMcom-CCLM4-8-17,v1,mon,sfcWind,version_no,0702818f-b9bc-47e9-916f-c45557f5c725,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,CLMcom-CCLM4-8-17,v1,mon,sfcWind,version_no,e987b19f-a38b-4f56-b420-ae070dd0fd7d,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.SMHI.ICHEC-EC-EARTH.rcp85.r3i1p1,SMHI-RCA4,v1,mon,sfcWind,version_no,30a3e2ea-2ba8-4bdd-ad2c-6d1ea0e50cd4,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.MPI-CSC.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,MPI-CSC-REMO2009,v1,mon,sfcWind,version_no,2aff888b-49a1-4e0f-a015-6a06b8a8fc0d,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom-ETH.NCC-NorESM1-M.rcp85.r1i1p1,CLMcom-ETH-COSMO-crCLIM-v1-1,v1,mon,sfcWind,version_no,db276f88-fbaf-11e9-8b05-44a84210b938,1.5,2,none,NEU,WCE,MED
CORDEX.output.EUR-11.MPI-CSC.MPI-M-MPI-ESM-LR.rcp85.r2i1p1,MPI-CSC-REMO2009,v1,mon,sfcWind,version_no,bc9e30ae-f258-4819-9ae5-b397e42214d0,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.UHOH.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,UHOH-WRF361H,v1,mon,sfcWind,version_no,075e89d9-408e-43ea-8671-d94eb298d8e7,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.MOHC.NCC-NorESM1-M.rcp85.r1i1p1,MOHC-HadREM3-GA7-05,v1,mon,sfcWind,version_no,hdl:21.14103/06c02f6a-bf0f-4949-a7c3-19d7153a4a9d,1.5,2,none,NEU,WCE,MED
CORDEX.output.EUR-11.CLMcom.MIROC-MIROC5.rcp85.r1i1p1,CLMcom-CCLM4-8-17,v1,mon,sfcWind,version_no,cbab5564-e087-11e7-b22c-81c28a935756,1.5,2,none,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1,KNMI-RACMO22E,v2,mon,sfcWind,version_no,2b256fff-344b-4fc8-8623-f0c921932728,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.MOHC-HadGEM2-ES.rcp85.r1i1p1,KNMI-RACMO22E,v2,mon,sfcWind,version_no,96ad8b76-0f70-4f42-854b-e8696a78f3e0,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.ICTP.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,ICTP-RegCM4-6,v1,mon,sfcWind,version_no,5380fb0c-b3ee-11e9-90bc-0894ef4f73c2,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1,GERICS-REMO2015,v1,mon,sfcWind,version_no,12e4e11f-9730-4f9e-a1fe-ecbd88748e65,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.GERICS.CCCma-CanESM2.rcp85.r1i1p1,GERICS-REMO2015,v1,mon,sfcWind,version_no,086f2baa-21e7-4617-9739-8af7f6d406ba,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.SMHI.MPI-M-MPI-ESM-LR.rcp85.r3i1p1,SMHI-RCA4,v1,mon,sfcWind,version_no,64e9b9dc-4753-464c-bb16-c7a11d047ce5,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.KNMI.NCC-NorESM1-M.rcp85.r1i1p1,KNMI-RACMO22E,v1,mon,sfcWind,version_no,7f3345d2-7850-4ee2-9f37-2dcc45f7c0c1,1.5,2,none,NEU,WCE,MED
CORDEX.output.EUR-11.CNRM.MOHC-HadGEM2-ES.rcp85.r1i1p1,CNRM-ALADIN63,v1,mon,sfcWind,version_no,hdl:21.14103/0f9492cb-bee6-4141-be88-6d0abd0f25ef,1.5,2,4,NEU,WCE,MED
CORDEX.output.EUR-11.ICTP.ICHEC-EC-EARTH.rcp85.r12i1p1,ICTP-RegCM4-6,v1,mon,sfcWind,version_no,80387edc-fe6f-11ea-bdaa-0894ef4f73da,1.5,2,4,NEU,WCE,MED
