DATA_REF_SYNTAX,MODEL_ID,RCM_VERSION_ID,FREQUENCY,VAR_NAME,VERSION_NO,PANELS
CORDEX.output.NAM-22.OURANOS.MPI-M-MPI-ESM-LR.historical.r1i1p1,OURANOS-CRCM5,v1,day,tasmax,v20181017,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.OURANOS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,OURANOS-CRCM5,v1,day,tasmax,v20181107,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.OURANOS.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1,OURANOS-CRCM5,v1,day,tasmax,v20180626,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.OURANOS.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1,OURANOS-CRCM5,v1,day,tasmax,v20181008,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.UA.MPI-M-MPI-ESM-LR.historical.r1i1p1,UA-WRF,v3-5-1,day,tasmax,v20200831,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.UA.MPI-M-MPI-ESM-LR.rcp85.r1i1p1,UA-WRF,v3-5-1,day,tasmax,v20200831,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.UQAM.CCCma-CanESM2.historical.r1i1p1,UQAM-CRCM5,v1,day,tasmax,v20200831,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.UQAM.CCCma-CanESM2.rcp85.r1i1p1,UQAM-CRCM5,v1,day,tasmax,v20200831,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.UQAM.MPI-M-MPI-ESM-MR.historical.r1i1p1,UQAM-CRCM5,v1,day,tasmax,v20200831,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-22.UQAM.MPI-M-MPI-ESM-MR.rcp85.r1i1p1,UQAM-CRCM5,v1,day,tasmax,v20200831,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-44.DMI.ICHEC-EC-EARTH.historical.r3i1p1,DMI-HIRHAM5,v1,day,tasmax,v20131108,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-44.DMI.ICHEC-EC-EARTH.rcp85.r3i1p1,DMI-HIRHAM5,v1,day,tasmax,v20131108,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-44.SMHI.CCCma-CanESM2.historical.r1i1p1,SMHI-RCA4,v1,day,tasmax,v20140401,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1,SMHI-RCA4,v1,day,tasmax,v20140401,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1,SMHI-RCA4,v1,day,tasmax,v20140401,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1,SMHI-RCA4,v1,day,tasmax,v20140401,NWN,NEN,WNA,CNA,ENA,NCA
CORDEX.output.NAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1,SMHI-RCA4,v1,day,tasmax,v20140401,NWN,NEN,WNA,CNA,ENA,NCA
