DATA_REF_SYNTAX;MODEL_ID;RCM_VERSION_ID;FREQUENCY;VAR_NAME;VERSION_NO;SUBPANEL
CORDEX.output.AFR-44.SMHI.ICHEC-EC-EARTH.historical.r3i1p1;RCA4;v1;day;huss;v20191014;
CORDEX.output.AFR-44.SMHI.ICHEC-EC-EARTH.rcp85.r3i1p1;RCA4;v1;day;tasmax;v20191014;
CORDEX.output.AFR-44.SMHI.ICHEC-EC-EARTH.rcp85.r3i1p1;RCA4;v1;day;ps;v20191014;
CORDEX.output.AFR-44.SMHI.ICHEC-EC-EARTH.rcp85.r3i1p1;RCA4;v1;day;huss;v20191014;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.historical.r1i1p1;REMO2009;v1;day;tasmax;v20160630;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.historical.r1i1p1;REMO2009;v1;day;ps;v20160630;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.historical.r1i1p1;REMO2009;v1;day;huss;v20160630;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.rcp26.r1i1p1;REMO2009;v1;day;tasmax;v20160630;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.rcp26.r1i1p1;REMO2009;v1;day;ps;v20160630;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.rcp26.r1i1p1;REMO2009;v1;day;huss;v20160630;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.rcp85.r1i1p1;REMO2009;v1;day;tasmax;v20160630;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.rcp85.r1i1p1;REMO2009;v1;day;ps;v20160630;
CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.rcp85.r1i1p1;REMO2009;v1;day;huss;v20160630;
CORDEX.output.AFR-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v1;day;tasmax;v20140612;
CORDEX.output.AFR-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v1;day;ps;v20140612;
CORDEX.output.AFR-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v1;day;huss;v20140612;
CORDEX.output.AFR-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20140612;
CORDEX.output.AFR-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v1;day;ps;v20140612;
CORDEX.output.AFR-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v1;day;huss;v20140612;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.historical.r1i1p1;REMO2009;v1;day;tasmax;v20160705;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.historical.r1i1p1;REMO2009;v1;day;ps;v20160705;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.historical.r1i1p1;REMO2009;v1;day;huss;v20160705;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.rcp26.r1i1p1;REMO2009;v1;day;tasmax;v20160705;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.rcp26.r1i1p1;REMO2009;v1;day;ps;v20160705;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.rcp26.r1i1p1;REMO2009;v1;day;huss;v20160705;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.rcp85.r1i1p1;REMO2009;v1;day;tasmax;v20170620;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.rcp85.r1i1p1;REMO2009;v1;day;ps;v20170620;
CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.rcp85.r1i1p1;REMO2009;v1;day;huss;v20170620;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v1;day;tasmax;v20160803;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v1;day;ps;v20160803;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v1;day;huss;v20160803;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;CCLM4-8-17;v1;day;tasmax;v20140401;
CORDEX.output.AFR-44.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;CCLM4-8-17;v1;day;ps;v20140401;
CORDEX.output.AFR-44.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;CCLM4-8-17;v1;day;huss;v20140401;
CORDEX.output.AFR-44.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;CCLM4-8-17;v1;day;tasmax;v20140401;
CORDEX.output.AFR-44.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;CCLM4-8-17;v1;day;ps;v20140401;
CORDEX.output.AFR-44.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;CCLM4-8-17;v1;day;huss;v20140401;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2009;v1;day;tasmax;v20160728;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2009;v1;day;ps;v20160728;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2009;v1;day;huss;v20160728;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2009;v1;day;tasmax;v20160728;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2009;v1;day;ps;v20160728;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2009;v1;day;huss;v20160728;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2009;v1;day;tasmax;v20170620;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2009;v1;day;ps;v20170620;
CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2009;v1;day;huss;v20170620;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.historical.r1i1p1;RACMO22T;v2;day;tasmax;v20160802;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.historical.r1i1p1;RACMO22T;v2;day;ps;v20160802;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.historical.r1i1p1;RACMO22T;v2;day;huss;v20160802;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RACMO22T;v2;day;tasmax;v20160802;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RACMO22T;v2;day;ps;v20160802;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RACMO22T;v2;day;huss;v20160802;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RACMO22T;v2;day;tasmax;v20160802;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RACMO22T;v2;day;ps;v20160802;
CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RACMO22T;v2;day;huss;v20160802;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v1;day;tasmax;v20141217;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v1;day;ps;v20141217;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v1;day;huss;v20141217;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM4-8-17;v1;day;tasmax;v20140401;
CORDEX.output.AFR-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM4-8-17;v1;day;ps;v20140401;
CORDEX.output.AFR-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM4-8-17;v1;day;huss;v20140401;
CORDEX.output.AFR-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM4-8-17;v1;day;tasmax;v20140401;
CORDEX.output.AFR-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM4-8-17;v1;day;ps;v20140401;
CORDEX.output.AFR-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM4-8-17;v1;day;huss;v20140401;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.historical.r1i1p1;CSC-REMO2009;v1;day;tasmax;v20160412;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.historical.r1i1p1;CSC-REMO2009;v1;day;ps;v20160412;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.historical.r1i1p1;CSC-REMO2009;v1;day;huss;v20160412;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;CSC-REMO2009;v1;day;tasmax;v20160412;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;CSC-REMO2009;v1;day;ps;v20160412;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;CSC-REMO2009;v1;day;huss;v20160412;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CSC-REMO2009;v1;day;tasmax;v20160412;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CSC-REMO2009;v1;day;ps;v20160412;
CORDEX.output.AFR-44.MPI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CSC-REMO2009;v1;day;huss;v20160412;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v1;day;tasmax;v20140612;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v1;day;ps;v20140612;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v1;day;huss;v20140612;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r2i1p1;RCA4;v1;day;tasmax;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r2i1p1;RCA4;v1;day;ps;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r2i1p1;RCA4;v1;day;huss;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r2i1p1;RCA4;v1;day;tasmax;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r2i1p1;RCA4;v1;day;ps;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r2i1p1;RCA4;v1;day;huss;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r3i1p1;RCA4;v1;day;tasmax;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r3i1p1;RCA4;v1;day;ps;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r3i1p1;RCA4;v1;day;huss;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r3i1p1;RCA4;v1;day;tasmax;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r3i1p1;RCA4;v1;day;ps;v20191014;
CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r3i1p1;RCA4;v1;day;huss;v20191014;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v1;day;tasmax;v20160803;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v1;day;ps;v20160803;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v1;day;huss;v20160803;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.GERICS.NOAA-GFDL-GFDL-ESM2G.historical.r1i1p1;REMO2009;v1;day;tasmax;v20160630;
CORDEX.output.AFR-44.GERICS.NOAA-GFDL-GFDL-ESM2G.historical.r1i1p1;REMO2009;v1;day;ps;v20160630;
CORDEX.output.AFR-44.GERICS.NOAA-GFDL-GFDL-ESM2G.historical.r1i1p1;REMO2009;v1;day;huss;v20160630;
CORDEX.output.AFR-44.GERICS.NOAA-GFDL-GFDL-ESM2G.rcp26.r1i1p1;REMO2009;v1;day;tasmax;v20160630;
CORDEX.output.AFR-44.GERICS.NOAA-GFDL-GFDL-ESM2G.rcp26.r1i1p1;REMO2009;v1;day;ps;v20160630;
CORDEX.output.AFR-44.GERICS.NOAA-GFDL-GFDL-ESM2G.rcp26.r1i1p1;REMO2009;v1;day;huss;v20160630;
CORDEX.output.AFR-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.AFR-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20130927;
CORDEX.output.AFR-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v1;day;ps;v20130927;
CORDEX.output.AFR-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v1;day;huss;v20130927;
CORDEX.output.EAS-44.CLMcom.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1;CCLM5-0-2;v1;day;tasmax;v20171115;
CORDEX.output.EAS-44.CLMcom.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1;CCLM5-0-2;v1;day;ps;v20171115;
CORDEX.output.EAS-44.CLMcom.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1;CCLM5-0-2;v1;day;huss;v20171115;
CORDEX.output.EAS-44.CLMcom.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1;CCLM5-0-2;v1;day;tasmax;v20171115;
CORDEX.output.EAS-44.CLMcom.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1;CCLM5-0-2;v1;day;ps;v20171115;
CORDEX.output.EAS-44.CLMcom.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1;CCLM5-0-2;v1;day;huss;v20171115;
CORDEX.output.EAS-44.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;CCLM5-0-2;v1;day;tasmax;v20171009;
CORDEX.output.EAS-44.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;CCLM5-0-2;v1;day;ps;v20171009;
CORDEX.output.EAS-44.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;CCLM5-0-2;v1;day;huss;v20171009;
CORDEX.output.EAS-44.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;CCLM5-0-2;v1;day;tasmax;v20171009;
CORDEX.output.EAS-44.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;CCLM5-0-2;v1;day;ps;v20171009;
CORDEX.output.EAS-44.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;CCLM5-0-2;v1;day;huss;v20171009;
CORDEX.output.EAS-44.DMI.ICHEC-EC-EARTH.historical.r3i1p1;HIRHAM5;v1;day;tasmax;v20150504;
CORDEX.output.EAS-44.DMI.ICHEC-EC-EARTH.historical.r3i1p1;HIRHAM5;v1;day;ps;v20150504;
CORDEX.output.EAS-44.DMI.ICHEC-EC-EARTH.historical.r3i1p1;HIRHAM5;v1;day;huss;v20150504;
CORDEX.output.EAS-44.DMI.ICHEC-EC-EARTH.rcp85.r3i1p1;HIRHAM5;v1;day;tasmax;v20150504;
CORDEX.output.EAS-44.DMI.ICHEC-EC-EARTH.rcp85.r3i1p1;HIRHAM5;v1;day;ps;v20150504;
CORDEX.output.EAS-44.DMI.ICHEC-EC-EARTH.rcp85.r3i1p1;HIRHAM5;v1;day;huss;v20150504;
CORDEX.output.EAS-44.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;CCLM5-0-2;v1;day;tasmax;v20171115;
CORDEX.output.EAS-44.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;CCLM5-0-2;v1;day;ps;v20171115;
CORDEX.output.EAS-44.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;CCLM5-0-2;v1;day;huss;v20171115;
CORDEX.output.EAS-44.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;CCLM5-0-2;v1;day;tasmax;v20171115;
CORDEX.output.EAS-44.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;CCLM5-0-2;v1;day;ps;v20171115;
CORDEX.output.EAS-44.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;CCLM5-0-2;v1;day;huss;v20171115;
CORDEX.output.EAS-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM5-0-2;v1;day;tasmax;v20170914;
CORDEX.output.EAS-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM5-0-2;v1;day;ps;v20170914;
CORDEX.output.EAS-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM5-0-2;v1;day;huss;v20170914;
CORDEX.output.EAS-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM5-0-2;v1;day;tasmax;v20170914;
CORDEX.output.EAS-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM5-0-2;v1;day;ps;v20170914;
CORDEX.output.EAS-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM5-0-2;v1;day;huss;v20170914;
CORDEX.output.SAM-44.SMHI.CCCma-CanESM2.historical.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.CCCma-CanESM2.historical.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.CCCma-CanESM2.historical.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.historical.r1i1p1;WRF341I;v2;day;tasmax;v20161020;
CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.historical.r1i1p1;WRF341I;v2;day;ps;v20161020;
CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.historical.r1i1p1;WRF341I;v2;day;huss;v20161020;
CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.rcp85.r1i1p1;WRF341I;v2;day;tasmax;v20191223;
CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.rcp85.r1i1p1;WRF341I;v2;day;ps;v20191223;
CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.rcp85.r1i1p1;WRF341I;v2;day;huss;v20191223;
CORDEX.output.SAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1;RCA4;v3;day;tasmax;v20140225;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1;RCA4;v3;day;ps;v20140225;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1;RCA4;v3;day;huss;v20140225;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1;RCA4;v3;day;tasmax;v20150521;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1;RCA4;v3;day;ps;v20150521;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1;RCA4;v3;day;huss;v20150521;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1;RCA4;v3;day;tasmax;v20140225;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1;RCA4;v3;day;ps;v20140225;
CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1;RCA4;v3;day;huss;v20140225;
CORDEX.output.SAM-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v3;day;huss;v20170705;
