DATA_REF_SYNTAX;MODEL_ID;RCM_VERSION_ID;FREQUENCY;VAR_NAME;VERSION_NO;SUBPANEL
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.historical.r1i1p1;CSC-REMO2009;v1;day;tasmax;v20160818;
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.historical.r1i1p1;CSC-REMO2009;v1;day;ps;v20160818;
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.historical.r1i1p1;CSC-REMO2009;v1;day;huss;v20160818;
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;CSC-REMO2009;v1;day;tasmax;v20160902;
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;CSC-REMO2009;v1;day;ps;v20160902;
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;CSC-REMO2009;v1;day;huss;v20160902;
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CSC-REMO2009;v1;day;tasmax;v20160902;
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CSC-REMO2009;v1;day;ps;v20160902;
CORDEX.output.SAM-44.MPI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CSC-REMO2009;v1;day;huss;v20160902;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v3;day;tasmax;v20150521;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v3;day;ps;v20150521;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v3;day;huss;v20150521;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v3;day;tasmax;v20150521;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v3;day;ps;v20150521;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v3;day;huss;v20150521;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v3;day;tasmax;v20150521;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v3;day;ps;v20150521;
CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v3;day;huss;v20150521;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v3;day;tasmax;v20170705;
CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v3;day;ps;v20170705;
CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v3;day;huss;v20170705;
CORDEX.output.CAM-44.SMHI.CCCma-CanESM2.historical.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.CCCma-CanESM2.historical.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.CCCma-CanESM2.historical.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1;RCA4;v1;day;tasmax;v20150522;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1;RCA4;v1;day;ps;v20150522;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1;RCA4;v1;day;huss;v20150522;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1;RCA4;v1;day;tasmax;v20150522;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1;RCA4;v1;day;ps;v20150522;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1;RCA4;v1;day;huss;v20150522;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1;RCA4;v1;day;tasmax;v20150522;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1;RCA4;v1;day;ps;v20150522;
CORDEX.output.CAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1;RCA4;v1;day;huss;v20150522;
CORDEX.output.CAM-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v1;day;tasmax;v20141105;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v1;day;ps;v20141105;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1;RCA4;v1;day;huss;v20141105;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20141105;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v1;day;ps;v20141105;
CORDEX.output.CAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1;RCA4;v1;day;huss;v20141105;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v1;day;tasmax;v20141105;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v1;day;ps;v20141105;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1;RCA4;v1;day;huss;v20141105;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20141105;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v1;day;ps;v20141105;
CORDEX.output.CAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;RCA4;v1;day;huss;v20141105;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.CAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v1;day;tasmax;v20170508;
CORDEX.output.CAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v1;day;ps;v20170508;
CORDEX.output.CAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1;RCA4;v1;day;huss;v20170508;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.historical.r1i1p1;WRF360J;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.historical.r1i1p1;WRF360J;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.historical.r1i1p1;WRF360J;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.rcp85.r1i1p1;WRF360J;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.rcp85.r1i1p1;WRF360J;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.rcp85.r1i1p1;WRF360J;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.historical.r1i1p1;WRF360K;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.historical.r1i1p1;WRF360K;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.historical.r1i1p1;WRF360K;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.rcp85.r1i1p1;WRF360K;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.rcp85.r1i1p1;WRF360K;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.rcp85.r1i1p1;WRF360K;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1;WRF360J;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1;WRF360J;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1;WRF360J;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1;WRF360J;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1;WRF360J;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1;WRF360J;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1;WRF360K;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1;WRF360K;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1;WRF360K;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1;WRF360K;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1;WRF360K;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1;WRF360K;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1;WRF360J;v1;day;tasmax;v20180614;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1;WRF360J;v1;day;ps;v20180614;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1;WRF360J;v1;day;huss;v20180614;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.rcp85.r1i1p1;WRF360J;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.rcp85.r1i1p1;WRF360J;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.rcp85.r1i1p1;WRF360J;v1;day;huss;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1;WRF360K;v1;day;tasmax;v20180614;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1;WRF360K;v1;day;ps;v20180614;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1;WRF360K;v1;day;huss;v20180614;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.rcp85.r1i1p1;WRF360K;v1;day;tasmax;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.rcp85.r1i1p1;WRF360K;v1;day;ps;v20200927;
CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.rcp85.r1i1p1;WRF360K;v1;day;huss;v20200927;
CORDEX.output.AUS-44.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;CCLM4-8-17-CLM3-5;v1;day;tasmax;v20170206;
CORDEX.output.AUS-44.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;CCLM4-8-17-CLM3-5;v1;day;ps;v20170206;
CORDEX.output.AUS-44.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;CCLM4-8-17-CLM3-5;v1;day;huss;v20170206;
CORDEX.output.AUS-44.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;CCLM4-8-17-CLM3-5;v1;day;tasmax;v20180710;
CORDEX.output.AUS-44.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;CCLM4-8-17-CLM3-5;v1;day;ps;v20180710;
CORDEX.output.AUS-44.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;CCLM4-8-17-CLM3-5;v1;day;huss;v20180710;
CORDEX.output.AUS-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM4-8-17-CLM3-5;v1;day;tasmax;v20170206;
CORDEX.output.AUS-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM4-8-17-CLM3-5;v1;day;ps;v20170206;
CORDEX.output.AUS-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;CCLM4-8-17-CLM3-5;v1;day;huss;v20170206;
CORDEX.output.AUS-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM4-8-17-CLM3-5;v1;day;tasmax;v20180710;
CORDEX.output.AUS-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM4-8-17-CLM3-5;v1;day;ps;v20180710;
CORDEX.output.AUS-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;CCLM4-8-17-CLM3-5;v1;day;huss;v20180710;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.SAM-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.SAM-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.SAM-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
